LifetimeValue,DaysWithoutFrequency,Age,Gender_dummy,Gender,EnrollmentDuration,DaysWithoutFrequency,AverageFrequency,UseByTime,AthleticsActivities,WaterActivities,FitnessActivities,DanceActivities,TeamActivities,RacketActivities,CombatActivities,NatureActivities,SpecialActivities,OtherActivities,NumberOfActivities,NumberOfFrequencies,AttendedClasses,AllowedWeeklyVisitsBySLA,AllowedNumberOfVisitsBySLA,RealNumberOfVisits,Ratio,NumberOfRenewals,HasReferences,NumberOfReferences,Dropout
205.4,10,15,0,Female,10,10,0.27,0,0,0,0,0,1,0,0,0,0,0,1,11,11,1,8.71,4,45.92,0,0,0,1
450.6,12,10,0,Female,15,12,0.46,0,0,1,0,0,0,0,0,0,0,0,1,27,28,2,17.42,3,17.22,2,0,0,0
192.2,19,23,1,Male,12,19,0.51,0,0,0,1,0,0,0,0,0,0,0,1,25,0,7,27.02,3,11.1,1,0,0,1
1075.7,0,36,1,Male,33,0,1.41,0,0,0,1,0,0,0,0,0,0,0,1,190,0,7,60.97,15,24.6,3,0,0,0
270.4,46,13,0,Female,8,46,0.64,0,0,0,0,0,1,0,0,0,0,0,1,23,23,6,52.26,1,1.91,0,0,0,1
1674.3,13,5,1,Male,51,13,0.97,0,0,1,0,0,0,0,0,0,0,0,1,197,184,4,34.84,14,40.18,5,0,0,0
323.8,50,31,0,Female,12,50,1.61,0,0,0,0,0,0,0,1,0,0,0,1,77,0,7,60.97,10,16.4,1,0,0,1
45.4,300,75,0,Female,12,300,0.25,0,0,0,1,0,0,0,0,0,0,0,1,12,0,7,60.97,0,0,1,0,0,1
313.6,48,24,0,Female,26,48,1.01,0,0,0,1,0,0,0,0,0,0,0,1,103,0,7,60.97,2,3.28,3,0,0,1
269,45,22,1,Male,17,45,0.57,0,0,0,1,0,0,0,0,0,0,0,1,40,0,7,63,2,3.17,2,0,0,1
275.45,65,38,1,Male,20,65,0.95,1,0,0,1,0,0,0,0,0,0,0,1,79,0,7,60.97,7,11.48,1,0,0,1
323.6,44,17,1,Male,9,44,0.62,0,0,1,0,0,0,0,0,0,0,0,1,23,11,2,17.42,1,5.74,0,0,0,1
966.3,4,3,1,Male,31,4,0.42,0,0,1,0,0,0,0,0,0,0,0,1,50,42,2,9.42,2,21.23,3,0,0,1
310.6,311,1,0,Female,11,311,0.07,0,0,1,0,0,0,0,0,0,0,0,1,3,3,2,17.42,0,0,2,0,0,1
368.7,0,41,1,Male,15,0,0.94,0,0,1,0,0,0,0,0,0,0,0,1,56,40,2,17.42,6,34.44,2,0,0,1
37.6,47,20,0,Female,2,47,0.85,0,0,0,1,0,0,0,0,0,0,0,1,8,0,7,60.97,8,13.12,0,0,0,1
844.4,53,39,0,Female,34,53,0.51,0,0,1,0,0,0,0,0,0,0,0,1,65,41,1,8.57,1,11.67,4,1,2,1
522.2,3,69,1,Male,33,3,0.98,0,0,0,1,0,0,0,0,0,0,0,1,131,0,7,28.98,8,27.61,3,0,0,0
41,100,19,1,Male,4,100,0.06,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7,59.01,0,0,0,0,0,1
64.9,53,21,0,Female,3,53,0.44,0,0,0,0,0,0,0,1,0,0,0,1,5,0,7,60.97,2,3.28,0,0,0,1
302.6,63,25,0,Female,10,63,0.73,0,0,0,1,0,0,0,0,0,0,0,1,25,0,7,60.97,0,0,2,0,0,1
765.2,187,62,0,Female,22,187,0.51,0,0,1,0,0,0,0,0,0,0,0,1,48,0,7,60.97,0,0,1,0,0,1
265.4,40,27,1,Male,7,40,1.58,0,0,0,1,0,0,0,0,0,0,0,1,44,0,7,67.97,9,13.24,0,0,0,1
531.6,13,6,1,Male,18,13,0.62,0,0,1,0,0,0,0,0,0,0,0,1,46,42,2,17.42,8,45.92,2,0,0,0
258.6,62,1,0,Female,10,62,0.64,0,0,1,0,0,0,0,0,0,0,0,1,25,21,2,17.14,5,29.17,1,0,0,1
169,90,21,1,Male,18,90,0.25,1,0,0,1,0,0,0,0,0,0,0,1,17,0,7,60.97,0,0,2,0,0,1
438.8,12,7,0,Female,25,12,0.15,0,0,0,0,0,1,0,0,0,0,0,1,15,3,1,3,1,33.33,2,0,0,0
377.6,587,24,0,Female,55,587,0.39,0,0,0,1,0,0,0,0,0,0,0,1,86,0,7,60.97,4,6.56,5,0,0,0
59.1,146,60,0,Female,5,146,0.11,0,0,1,0,0,0,0,0,0,0,0,1,2,2,2,17.42,0,0,1,0,0,1
199.2,52,40,0,Female,27,52,0.16,0,0,0,1,0,0,0,0,0,0,0,1,18,0,7,60.97,3,4.92,2,0,0,1
362.6,3,23,1,Male,15,3,1.34,0,0,1,0,0,0,0,0,0,0,0,1,80,19,7,60.97,13,21.32,2,0,0,1
73,27,19,0,Female,4,27,0.6,0,0,0,1,0,0,0,0,0,0,0,1,9,1,7,35.98,2,5.56,0,0,0,1
630.6,16,36,0,Female,20,16,0.77,0,0,0,1,0,0,0,0,0,0,0,1,61,0,7,52.01,5,9.61,2,0,0,0
117.1,111,24,0,Female,6,111,0.43,0,0,0,0,0,0,0,1,0,0,0,1,9,0,7,240.03,0,0,1,0,0,1
38.5,0,21,0,Female,0,0,1.17,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,21.98,3,13.65,0,0,0,0
266.1,64,39,0,Female,8,64,0.56,0,0,1,0,0,0,0,0,0,0,0,1,17,0,7,60.97,1,1.64,1,0,0,1
386,47,34,0,Female,18,47,0.76,0,0,0,1,0,0,0,0,0,0,0,1,52,52,4,34.84,3,8.61,2,0,0,1
187.1,568,32,0,Female,21,568,0.25,0,0,0,1,0,0,0,0,0,0,0,1,20,0,7,67.97,6,8.83,3,0,0,1
109.6,72,26,0,Female,5,72,0.67,0,0,1,0,0,0,0,0,0,0,0,1,13,13,2,17.42,4,22.96,1,0,0,1
993.2,0,3,0,Female,25,0,0.41,0,0,1,0,0,0,0,0,0,0,0,1,42,36,2,17.42,3,17.22,2,0,0,0
165.3,257,21,0,Female,30,257,0.22,1,0,0,1,0,0,0,0,0,0,0,1,25,0,7,30.03,1,3.33,3,0,0,1
327.3,9,23,0,Female,16,9,0.97,0,0,0,1,0,0,0,0,0,0,0,1,65,0,7,62.02,9,14.51,1,0,0,1
143.6,83,19,1,Male,7,83,0.8,0,0,0,1,0,0,0,0,0,0,0,1,21,0,7,28.98,6,20.7,1,0,0,1
113.6,64,24,0,Female,7,64,1.6,0,0,0,1,0,0,0,0,0,0,0,1,44,0,7,59.01,0,0,0,0,0,1
25.6,35,23,0,Female,2,35,0.7,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,49,5,10.2,0,0,0,1
653.2,29,38,1,Male,39,29,1.29,0,0,0,1,0,0,0,0,0,0,0,1,195,0,7,35,1,2.86,4,0,0,1
257.6,39,19,1,Male,9,39,2.8,0,0,0,1,0,0,0,0,0,0,0,1,102,0,7,30.03,10,33.3,0,0,0,1
1097.8,108,14,0,Female,37,108,0.85,0,0,1,0,0,0,0,0,0,0,0,1,125,105,4,34.84,0,0,3,0,0,1
163.2,139,27,0,Female,11,139,1.39,0,0,0,1,0,0,0,0,0,0,0,1,63,0,7,28.98,12,41.41,1,0,0,1
351.6,266,6,0,Female,15,266,0.18,0,0,1,0,0,0,0,0,0,0,0,1,11,0,2,17.42,0,0,2,0,0,1
306.7,41,46,0,Female,10,41,0.86,0,0,0,1,0,0,0,0,0,0,0,1,29,12,7,60.97,5,8.2,2,0,0,1
84.6,41,35,1,Male,4,41,1.06,0,0,0,1,0,0,0,0,0,0,0,1,15,0,7,60.97,5,8.2,0,0,0,1
755.15,6,23,1,Male,34,6,3.44,0,0,0,1,0,0,0,0,0,0,0,1,484,0,7,60.97,33,54.12,2,0,0,1
759.8,38,23,0,Female,57,38,0.5,1,0,0,1,0,0,0,0,0,0,0,1,113,0,7,60.97,4,6.56,5,0,0,1
1650.5,0,12,1,Male,49,0,1.36,0,0,1,0,0,0,0,0,0,0,0,1,272,297,4,34.28,16,46.67,4,0,0,0
97.4,26,6,1,Male,2,26,0.36,0,0,1,0,0,0,0,0,0,0,0,1,3,2,2,16,3,18.75,0,1,1,1
147.2,5,2,1,Male,1,5,0.61,0,0,1,0,0,0,0,0,0,0,0,1,5,3,2,16,7,43.75,0,0,0,0
296.6,21,49,0,Female,11,21,1.17,0,0,0,1,0,0,0,0,0,0,0,1,48,0,7,60.97,5,8.2,2,0,0,1
228.6,14,53,1,Male,8,14,0.62,0,0,1,0,0,0,0,0,0,0,0,1,22,21,2,17.42,5,28.7,0,0,0,1
58.6,43,19,1,Male,2,43,0.82,0,0,0,1,0,0,0,0,0,0,0,1,7,0,7,59.01,15,25.42,0,0,0,1
73.1,0,29,1,Male,6,0,0.98,0,0,1,1,0,0,0,0,0,0,0,2,26,0,7,30.03,3,9.99,1,0,0,0
769.4,80,9,0,Female,24,80,1.6,0,0,1,0,0,0,0,0,0,0,0,1,155,49,2,17.42,1,5.74,2,0,0,1
135.2,266,27,1,Male,22,266,0.08,1,0,0,1,0,0,0,0,0,0,0,1,7,0,7,60.97,1,1.64,1,0,0,1
510.6,3,8,1,Male,13,3,0.92,0,0,1,0,0,0,0,0,0,0,0,1,51,43,2,4.58,1,21.83,1,0,0,0
43.6,153,19,0,Female,5,153,0.11,0,0,0,1,0,0,0,0,0,0,0,1,2,0,7,28.98,2,6.9,1,0,0,1
2554.04,0,11,0,Female,62,0,1.23,0,0,1,0,0,0,0,1,0,0,0,2,307,255,7,60.97,18,29.52,6,0,0,0
213.5,1,20,1,Male,20,1,0.61,0,0,0,1,0,0,0,0,0,0,0,1,49,0,7,60.97,9,14.76,2,0,0,0
262.6,45,16,1,Male,9,45,0.33,0,0,0,0,0,1,0,0,0,0,0,1,10,10,4,34.84,1,2.87,2,0,0,1
113.6,15,20,0,Female,7,15,1.07,0,0,0,1,0,0,0,0,0,0,0,1,32,0,7,30.03,8,26.64,0,0,0,1
298.8,343,33,1,Male,38,343,0.07,0,0,1,0,0,0,0,0,0,0,0,1,11,0,7,60.97,0,0,3,0,0,1
115.4,499,21,1,Male,20,499,0.3,0,0,0,1,0,0,0,0,0,0,0,1,24,0,7,67.97,1,1.47,2,0,0,0
365,2,22,1,Male,36,2,0.4,0,0,0,1,0,0,0,1,0,0,0,2,59,0,7,60.97,10,16.4,3,0,0,0
1074.2,40,2,0,Female,26,40,0.51,0,0,1,0,0,0,0,0,0,0,0,1,53,52,2,17.42,2,11.48,3,0,0,0
69.4,21,9,0,Female,1,21,0.74,0,0,1,0,0,0,0,0,0,0,0,1,4,4,4,17.16,4,23.31,0,0,0,1
171.6,35,65,0,Female,12,35,1.39,0,0,0,0,0,0,0,0,0,1,0,1,61,0,7,30.03,0,0,2,0,0,1
68.6,56,20,0,Female,3,56,0.34,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,60.97,2,3.28,0,0,0,1
714.55,90,17,1,Male,35,90,0.12,0,0,0,0,0,1,0,1,0,0,0,2,16,0,7,60.97,1,1.64,4,0,0,1
329.6,107,18,1,Male,8,107,0.44,0,0,0,0,0,1,0,0,0,0,0,1,17,17,4,34.84,0,0,0,0,0,1
92.7,1,36,0,Female,0,1,1.12,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,21.98,3,13.65,0,0,0,0
53.2,308,19,0,Female,10,308,0.05,0,0,0,1,0,0,0,0,0,0,0,1,2,0,7,28.98,2,6.9,1,0,0,1
81.6,52,19,1,Male,3,52,1.04,0,0,0,1,0,0,0,0,0,0,0,1,12,0,7,60.97,5,8.2,0,0,0,1
43.6,36,22,0,Female,2,36,0.95,0,0,0,1,0,0,0,0,0,0,0,1,8,0,7,58.03,8,13.79,0,0,0,1
91.6,61,16,1,Male,6,61,0.04,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7,60.97,1,1.64,0,0,0,1
2092.4,12,5,0,Female,61,12,0.48,0,0,1,0,0,0,0,0,0,0,0,1,120,69,2,17.42,3,17.22,5,1,1,0
932.4,64,9,1,Male,34,64,0.13,0,0,1,0,0,0,0,0,0,0,0,1,18,16,2,17.42,0,0,2,0,0,1
388.6,7,45,1,Male,9,7,1.8,0,0,1,0,0,0,0,0,0,0,0,1,78,0,7,60.97,16,26.24,0,0,0,1
450.6,8,7,0,Female,13,8,0.63,0,0,1,0,0,0,0,0,0,0,0,1,34,27,2,16,4,25,1,0,0,0
313.95,351,17,1,Male,12,351,0.08,0,0,0,0,0,0,0,1,0,0,0,1,4,0,7,59.01,0,0,1,0,0,1
90.4,28,32,1,Male,3,28,0.35,0,0,0,0,0,0,0,1,0,0,0,1,4,0,7,62.02,3,4.84,0,0,0,1
245.2,84,19,1,Male,11,84,2.19,0,0,0,1,0,0,0,0,0,0,0,1,99,0,7,60.97,9,14.76,1,0,0,1
615.6,49,18,1,Male,26,49,0.22,0,0,0,0,0,1,0,1,0,0,0,2,22,10,7,59.01,1,1.69,3,0,0,1
1030.4,845,35,0,Female,61,845,0.66,0,0,1,1,0,0,0,0,0,0,0,2,163,0,7,60.97,6,9.84,5,0,0,0
109.2,91,22,0,Female,10,91,0.94,0,0,0,1,0,0,0,0,0,0,0,1,39,0,7,28.98,12,41.41,1,0,0,1
180.2,1,3,0,Female,5,1,0.56,0,0,1,0,0,0,0,0,0,0,0,1,12,10,2,17.42,6,34.44,1,0,0,0
304.6,3,25,1,Male,14,3,1.49,0,0,0,1,0,0,0,0,0,0,0,1,80,0,7,30.03,8,26.64,2,0,0,1
630,67,14,1,Male,21,67,0.11,0,0,0,0,0,1,0,0,0,0,0,1,10,10,4,34.84,0,0,1,0,0,1
140.2,0,30,1,Male,3,0,2.76,0,0,1,0,0,0,0,0,0,0,0,1,26,0,7,17.01,8,47.03,1,0,0,0
891.24,5,2,0,Female,18,5,0.28,0,0,1,0,0,0,0,0,0,0,0,1,20,19,2,17.42,5,28.7,2,1,1,0
513.7,17,22,0,Female,17,17,1.2,0,0,0,0,0,0,1,0,0,0,0,1,81,80,2,17.42,8,45.92,2,0,0,1
765.4,1,31,1,Male,44,1,0.46,0,0,0,0,0,1,0,0,0,0,0,1,82,0,7,14.98,5,33.38,4,0,0,0
595.6,1,22,1,Male,21,1,2.82,0,0,0,1,0,0,0,1,0,0,0,2,246,0,7,28.98,23,79.37,2,0,0,0
30.9,41,29,1,Male,2,41,0.43,0,1,0,0,0,0,0,0,0,0,0,1,3,0,7,48.02,4,8.33,0,0,0,1
448.4,54,67,0,Female,13,54,0.64,0,0,1,0,0,0,0,0,0,0,0,1,30,0,7,59.01,2,3.39,2,0,0,1
63.5,51,18,1,Male,2,51,0.12,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7,51.03,1,1.96,0,0,0,1
958.4,36,36,0,Female,42,36,0.2,0,0,1,0,0,0,0,0,0,0,0,1,33,0,7,21.98,0,0,4,0,0,0
100,36,19,0,Female,3,36,1.16,0,0,0,1,0,0,0,0,0,0,0,1,20,0,7,67.97,7,10.3,0,0,0,1
634.7,49,37,0,Female,22,49,0.75,0,0,1,0,0,0,0,0,0,0,0,1,62,49,2,17.42,4,22.96,3,0,0,1
624.4,41,22,1,Male,39,41,0.19,0,0,1,1,0,0,0,0,0,0,0,2,29,0,7,60.97,1,1.64,4,0,0,1
200.2,313,82,1,Male,11,313,0.07,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,8.43,0,0,1,0,0,1
376.55,68,22,1,Male,35,68,0.7,0,0,0,1,0,0,0,0,0,0,0,1,97,0,7,30.03,9,29.97,4,0,0,1
57,18,24,1,Male,1,18,1.7,0,0,0,1,0,0,0,0,0,0,0,1,8,1,7,31.01,8,25.8,0,0,0,1
166.2,293,35,0,Female,12,293,0.02,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7,62.02,0,0,1,0,0,1
1594.6,0,23,1,Male,47,0,3.9,0,0,1,0,0,0,0,0,0,0,0,1,722,0,7,60.97,29,47.56,5,0,0,1
203.6,100,32,1,Male,7,100,0.75,0,0,0,0,0,1,0,0,0,0,0,1,21,0,7,60.97,2,3.28,1,0,0,1
576.08,1,80,1,Male,20,1,2.25,0,0,0,0,0,0,0,0,0,1,0,1,187,0,7,59.99,22,36.67,2,0,0,0
78.9,34,24,1,Male,3,34,0.26,0,0,0,1,0,0,0,0,0,0,0,1,3,0,7,62.02,2,3.22,0,0,0,1
106.7,20,28,0,Female,4,20,0.78,0,0,0,1,0,0,0,0,0,0,0,1,14,0,7,60.97,8,13.12,0,0,0,1
72.2,9,17,0,Female,1,9,0.58,0,0,0,0,0,1,0,0,0,0,0,1,3,0,7,30.03,3,9.99,0,0,0,0
108.2,33,2,1,Male,2,33,0.35,0,0,1,0,0,0,0,0,0,0,0,1,4,3,2,14.86,3,20.19,0,0,0,0
120.5,32,24,1,Male,21,32,0.12,0,0,0,1,0,0,0,0,0,0,0,1,10,0,7,38.99,3,7.69,2,0,0,1
269.7,239,5,0,Female,12,239,0.46,0,0,1,0,0,0,0,0,0,0,0,1,22,24,2,16.86,0,0,1,1,3,1
1160.8,0,32,0,Female,34,0,0.7,0,0,1,1,0,0,0,0,0,0,0,2,101,59,7,60.97,6,9.84,2,0,0,1
103.6,53,20,1,Male,4,53,1.07,0,0,1,0,0,0,0,0,0,0,0,1,23,23,2,19.42,3,15.45,0,0,0,1
58.25,54,14,1,Male,2,54,0.11,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,7.71,1,12.97,0,0,0,1
280.6,7,35,0,Female,21,7,0.17,0,0,1,0,0,0,0,0,0,0,0,1,15,0,7,52.01,13,25,2,0,0,0
304.7,7,23,0,Female,25,7,0.18,0,0,0,0,0,0,0,1,0,0,0,1,18,0,7,56,3,5.36,2,0,0,0
111.6,37,25,1,Male,5,37,0.45,0,0,0,1,0,0,0,0,0,0,0,1,11,0,7,59.99,2,3.33,0,0,0,1
453.3,33,25,1,Male,16,33,1.91,0,0,0,1,0,1,0,0,0,0,0,2,122,0,7,60.97,8,13.12,1,0,0,1
209.6,42,30,0,Female,7,42,1.22,0,0,0,1,0,0,0,0,0,0,0,1,37,0,7,60.97,3,4.92,0,0,0,1
1219.65,42,4,0,Female,35,42,0.43,0,0,1,0,0,0,0,0,0,0,0,1,58,48,2,17.42,3,17.22,4,0,0,1
227.2,5,23,0,Female,14,5,0.79,0,0,0,1,0,0,0,0,0,0,0,1,43,0,7,30.03,9,29.97,2,0,0,1
61.6,32,31,1,Male,2,32,1.75,0,0,0,1,0,0,0,0,0,0,0,1,21,0,7,67.97,14,20.6,0,0,0,1
255.6,0,20,0,Female,13,0,1.18,0,0,1,0,0,0,0,0,0,0,0,1,63,62,2,17.42,9,51.66,1,0,0,0
315.8,16,26,0,Female,9,16,1.57,0,0,1,0,0,0,0,0,0,0,0,1,53,0,7,46.97,8,17.03,1,0,0,1
393.6,0,26,0,Female,15,0,3.1,0,0,0,1,0,0,0,0,0,0,0,1,187,0,7,30.03,18,59.94,2,0,0,1
222.2,13,56,0,Female,6,13,2.17,0,0,0,1,0,0,0,0,0,0,0,1,57,12,7,60.97,12,19.68,0,0,0,1
77.1,53,7,1,Male,3,53,0.45,0,0,0,0,0,0,0,0,0,1,0,1,4,4,1,4.29,4,93.24,1,0,0,1
124.5,63,23,1,Male,6,63,0.48,0,0,0,0,0,0,0,1,0,0,0,1,13,0,7,60.97,2,3.28,0,0,0,1
76.5,83,21,0,Female,4,83,0.15,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,8.71,0,0,1,0,0,1
65.2,53,19,1,Male,2,53,1.14,0,0,1,0,0,0,0,0,0,0,0,1,7,0,7,62.02,5,8.06,1,0,0,1
68.6,61,20,0,Female,2,61,0.39,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,59.99,0,0,0,0,0,1
386.67,351,14,0,Female,21,351,0.55,0,0,1,0,0,0,0,0,0,0,0,1,48,47,4,34.84,3,8.61,1,0,0,1
1016.8,17,15,1,Male,23,17,1.63,0,0,0,0,0,0,1,0,0,0,0,1,150,147,2,17.42,13,74.63,3,0,0,1
280.1,102,67,1,Male,7,102,0.65,0,0,0,0,0,0,0,0,0,1,0,1,13,15,2,16.86,0,0,2,0,0,1
986,43,48,1,Male,28,43,0.6,0,0,0,0,0,0,0,1,0,0,0,1,68,0,7,60.97,1,1.64,3,0,0,0
1407.51,7,18,0,Female,33,7,1.44,0,0,1,0,0,0,0,0,0,0,0,1,196,145,6,52.26,12,22.96,2,0,0,1
70.6,0,51,1,Male,1,0,0.21,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,30.03,0,0,0,0,0,1
108.6,27,31,1,Male,2,27,1,0,0,1,0,0,0,0,0,0,0,0,1,11,0,7,60.97,4,6.56,0,0,0,1
83.6,2,21,1,Male,2,2,2.44,0,0,0,1,0,0,0,0,0,0,0,1,22,0,7,30.03,11,36.63,0,0,0,1
47.2,8,20,0,Female,0,8,1.63,0,0,0,1,0,0,0,0,0,0,0,1,7,0,7,28.98,7,24.15,0,0,0,0
194.2,6,42,1,Male,7,6,1.22,0,0,1,0,0,0,0,0,0,0,0,1,37,0,7,60.97,7,11.48,1,0,0,0
240.9,5,25,0,Female,8,5,2.74,0,0,1,0,0,0,0,0,0,0,0,1,104,0,7,60.97,27,44.28,0,0,0,1
155.6,1,1,0,Female,3,1,0.22,0,0,1,0,0,0,0,0,0,0,0,1,3,0,2,17.72,2,11.29,0,0,0,1
129.65,5,1,0,Female,3,5,0.44,0,0,1,0,0,0,0,0,0,0,0,1,5,1,2,17.14,5,29.17,1,0,0,0
45.1,0,40,1,Male,0,0,4.37,0,0,0,1,0,0,0,0,0,0,0,1,15,0,7,21.98,13,59.14,0,0,0,0
90.2,15,4,1,Male,2,15,0.82,0,0,1,0,0,0,0,0,0,0,0,1,6,0,2,14.28,6,42.02,0,0,0,1
342.5,55,25,1,Male,32,55,0.48,0,0,0,1,0,0,0,0,0,0,0,1,62,0,7,60.97,1,1.64,2,0,0,1
268.8,9,23,1,Male,49,9,0.16,1,0,0,1,0,0,0,0,0,0,0,1,31,0,7,24.01,3,12.49,4,0,0,1
991.27,17,4,0,Female,36,17,0.6,0,0,1,0,0,0,0,0,0,0,0,1,86,82,2,17.42,5,28.7,4,1,1,1
196.6,31,66,0,Female,7,31,1.01,0,0,0,1,0,0,0,0,0,0,0,1,33,0,7,67.97,16,23.54,0,0,0,1
472.3,307,25,0,Female,37,307,0.36,0,0,0,1,0,0,0,0,0,0,0,1,54,0,7,62.02,2,3.22,3,0,0,1
63.6,38,40,0,Female,2,38,0.83,0,0,0,1,0,0,0,0,0,0,0,1,7,0,7,58.03,7,12.06,0,0,0,1
129.65,5,2,0,Female,3,5,0.43,0,0,1,0,0,0,0,0,0,0,0,1,5,4,2,17.14,5,29.17,1,0,0,0
25,35,26,0,Female,2,35,0.82,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,49.98,6,12,0,0,0,1
947.6,42,14,1,Male,56,42,0.25,0,0,1,0,0,0,0,1,0,0,0,2,54,36,2,16.86,2,11.86,6,1,1,1
83.2,176,19,0,Female,11,176,0.24,0,0,0,1,0,0,0,0,0,0,0,1,10,0,7,28.98,6,20.7,1,0,0,1
47.2,15,29,0,Female,1,15,1.56,0,0,1,0,0,0,0,0,0,0,0,1,8,0,7,35,9,25.71,0,0,0,1
103.6,85,20,0,Female,5,85,0.43,0,0,0,1,0,0,0,0,0,0,0,1,11,0,7,30.03,1,3.33,0,0,0,1
312.61,56,13,0,Female,13,56,1.28,0,0,0,0,0,0,0,1,0,0,0,1,66,4,7,60.97,12,19.68,2,0,0,1
38.4,41,31,0,Female,2,41,0.96,0,0,0,1,0,0,0,0,0,0,0,1,7,0,7,49.98,7,14.01,0,0,0,1
129.6,10,34,0,Female,2,10,0.56,0,0,0,1,0,0,0,0,0,0,0,1,7,0,7,60.97,2,3.28,0,0,0,1
136,93,22,1,Male,7,93,0.35,0,0,0,1,0,0,0,1,0,0,0,2,11,0,7,62.02,5,8.06,1,0,0,0
173.6,91,36,1,Male,9,91,0.87,0,0,1,0,0,0,0,0,0,0,0,1,27,0,7,90.02,0,0,2,0,0,1
464.5,93,32,0,Female,22,93,0.27,0,0,1,1,0,0,0,0,0,0,0,2,24,0,7,62.02,6,9.67,2,0,0,0
108.2,7,4,0,Female,1,7,0.95,0,0,1,0,0,0,0,0,0,0,0,1,8,5,2,6,3,50,0,0,0,0
286.8,11,36,0,Female,11,11,1.03,0,0,1,0,0,0,0,0,0,0,0,1,37,2,2,17.42,8,45.92,2,0,0,1
342.2,161,49,0,Female,10,161,0.46,0,0,1,0,0,0,0,0,0,0,0,1,19,14,2,17.42,0,0,1,0,0,1
83.2,279,22,0,Female,11,279,0.44,0,0,0,1,0,0,0,0,0,0,0,1,19,0,7,28.98,7,24.15,1,0,0,1
103.6,114,25,1,Male,5,114,0.52,0,0,0,1,0,0,0,0,0,0,0,1,10,0,7,60.97,0,0,1,0,0,1
223.6,48,23,0,Female,7,48,1.13,0,0,0,1,0,0,0,0,0,0,0,1,32,0,7,28.98,5,17.25,1,0,0,1
109.8,15,3,0,Female,2,15,0.74,0,0,1,0,0,0,0,0,0,0,0,1,7,6,2,17.42,7,40.18,0,0,0,1
38.5,2,19,1,Male,0,2,2.26,0,0,0,1,0,0,0,0,0,0,0,1,10,0,7,21.98,8,36.4,0,0,0,0
93.6,5,23,1,Male,4,5,1.21,0,0,0,1,0,0,0,0,0,0,0,1,26,0,7,60.97,12,19.68,0,0,0,1
191,38,30,0,Female,25,38,0.64,0,0,0,1,0,0,0,0,0,0,0,1,62,0,7,60.97,7,11.48,3,0,0,1
136.1,59,29,0,Female,4,59,0.49,0,0,1,0,0,0,0,0,0,0,0,1,8,7,2,17.42,1,5.74,0,0,0,1
51.1,104,45,1,Male,4,104,0.73,0,0,0,1,0,0,0,0,0,0,0,1,11,0,7,28.98,12,41.41,1,0,0,1
276.2,36,21,1,Male,11,36,2.59,1,0,0,1,0,0,0,0,0,0,0,1,113,0,7,28.98,5,17.25,0,1,1,1
113.3,53,18,0,Female,3,53,0.25,0,0,1,0,0,0,0,0,0,0,0,1,2,0,7,62.02,1,1.61,1,0,0,1
50.2,17,24,1,Male,1,17,1.65,0,0,1,0,0,0,0,0,0,0,0,1,8,0,7,31.99,12,37.51,0,0,0,1
458.2,216,43,0,Female,11,216,0.17,0,0,0,0,0,0,0,1,0,0,0,1,8,0,7,60.97,0,0,1,0,0,1
53.6,41,27,1,Male,2,41,0.37,0,0,0,1,0,0,0,0,0,0,0,1,3,0,7,56,3,5.36,0,0,0,1
326.6,33,63,0,Female,10,33,0.73,0,0,0,1,0,0,0,0,0,0,0,1,32,0,7,67.97,6,8.83,0,0,0,1
768.3,37,16,1,Male,19,37,0.8,0,0,1,0,0,1,0,0,0,0,0,2,62,25,7,60.97,3,4.92,1,0,0,1
239,77,27,1,Male,15,77,0.36,0,0,0,1,0,0,0,1,0,0,0,2,21,0,7,39.97,2,5,2,0,0,1
65.5,38,19,1,Male,3,38,0.8,0,0,0,1,0,0,0,0,0,0,0,1,10,0,7,60.97,4,6.56,0,0,0,1
45.6,42,19,0,Female,3,42,1.58,0,0,0,1,0,0,0,0,0,0,0,1,21,0,7,60.97,9,14.76,0,0,0,1
37.6,126,23,0,Female,5,126,0.23,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,28.98,4,13.8,1,0,0,1
355.5,53,68,0,Female,15,53,0.45,0,0,0,1,0,0,0,0,0,0,0,1,28,20,2,17.14,1,5.83,1,0,0,1
90.4,41,34,0,Female,5,41,2.42,0,0,0,1,0,0,0,0,0,0,0,1,46,0,7,60.97,11,18.04,0,0,0,1
64.6,116,20,0,Female,14,116,0.19,1,0,0,1,0,0,0,0,0,0,0,1,10,0,7,30.03,5,16.65,2,0,0,1
