LifetimeValue,DaysWithoutFrequency,Age,Gender_dummy,Gender,EnrollmentDuration,DaysWithoutFrequency,AverageFrequency,UseByTime,AthleticsActivities,WaterActivities,FitnessActivities,DanceActivities,TeamActivities,RacketActivities,CombatActivities,NatureActivities,SpecialActivities,OtherActivities,NumberOfActivities,NumberOfFrequencies,AttendedClasses,AllowedWeeklyVisitsBySLA,AllowedNumberOfVisitsBySLA,RealNumberOfVisits,Ratio,NumberOfRenewals,HasReferences,NumberOfReferences,Dropout
74.6,48,24,1,Male,15,48,0.19,0,0,1,0,0,0,0,0,0,0,0,1,11,0,7,32.97,4,12.13,2,0,0,0
61.6,20,19,1,Male,1,20,0.45,0,0,0,1,0,0,0,0,0,0,0,1,2,0,7,30.03,2,6.66,0,0,0,1
225.2,54,2,0,Female,5,54,0.43,0,0,1,0,0,0,0,0,0,0,0,1,8,6,2,17.42,1,5.74,1,0,0,0
106.6,72,36,0,Female,3,72,0.09,0,0,1,0,0,0,0,0,0,0,0,1,1,0,7,60.97,0,0,0,0,0,1
127.9,30,24,0,Female,7,30,0.91,0,0,0,1,0,0,0,0,0,0,0,1,29,0,7,60.97,7,11.48,0,0,0,1
238.27,192,16,0,Female,11,192,0.03,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,8.71,0,0,2,0,0,1
62.6,44,35,1,Male,2,44,0.15,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7,45.99,1,2.17,0,0,0,1
249.2,1,5,1,Male,7,1,0.69,0,0,1,0,0,0,0,0,0,0,0,1,20,12,4,18.28,1,5.47,1,0,0,0
43.6,39,24,1,Male,3,39,0.49,0,0,0,0,0,0,1,0,0,0,0,1,5,5,1,8.71,4,45.92,0,0,0,1
129.6,148,26,0,Female,8,148,0.13,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,28.98,2,6.9,1,0,0,1
192.6,85,24,0,Female,7,85,0.32,0,0,1,0,0,0,0,0,0,0,0,1,11,10,1,8.71,1,11.48,0,0,0,1
336.1,135,25,0,Female,9,135,0.55,0,0,1,0,0,0,0,0,0,0,0,1,21,0,7,60.97,0,0,0,0,0,1
83.2,287,24,1,Male,11,287,0.36,0,0,1,0,0,0,0,0,0,0,0,1,16,0,7,62.02,1,1.61,1,0,0,1
233.6,4,3,0,Female,5,4,0.26,0,0,1,0,0,0,0,0,0,0,0,1,5,4,2,16.86,4,23.72,0,0,0,1
49.5,84,22,0,Female,3,84,0.24,0,0,0,1,0,0,0,0,0,0,0,1,3,0,7,21.98,4,18.2,0,0,0,1
445.3,35,7,1,Male,10,35,0.76,0,0,1,0,0,0,0,0,0,0,0,1,36,24,4,34.84,3,8.61,0,0,0,1
919.77,616,12,0,Female,48,616,0.21,0,0,1,0,0,0,0,0,0,0,0,1,39,39,2,17.72,0,0,5,0,0,1
401.8,41,24,0,Female,16,41,0.67,0,0,1,0,0,0,0,0,0,0,0,1,42,0,7,60.97,2,3.28,1,0,0,1
113.6,73,19,0,Female,4,73,0.14,0,0,0,0,0,0,1,0,0,0,0,1,2,1,2,17.72,0,0,0,0,0,1
96.7,0,62,1,Male,0,0,0.61,0,0,1,0,0,0,0,0,0,0,0,1,2,0,7,21.98,1,4.55,0,0,0,0
102.6,30,68,0,Female,2,30,0.32,0,0,0,1,0,0,0,0,0,0,0,1,3,0,7,30.03,1,3.33,0,0,0,1
94.2,55,33,1,Male,2,55,0.11,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,52.01,0,0,0,0,0,0
56,44,21,0,Female,3,44,0.86,0,0,0,1,0,0,0,0,0,0,0,1,10,0,7,60.97,4,6.56,0,0,0,1
103.6,16,19,0,Female,3,16,1.94,0,0,0,1,0,0,0,0,0,0,0,1,26,0,7,30.03,4,13.32,0,0,0,1
198.6,1,25,0,Female,8,1,1.46,0,0,0,1,0,0,0,0,0,1,0,2,37,6,7,30.03,7,23.31,2,0,0,1
80.5,11,40,0,Female,6,11,1.72,0,0,0,1,0,0,0,0,0,0,0,1,46,0,7,38.99,14,35.91,0,0,0,1
44,26,20,0,Female,1,26,0.41,0,0,0,1,0,0,0,0,0,0,0,1,2,0,7,30.03,2,6.66,0,0,0,1
65.2,2,57,0,Female,1,2,0.97,0,0,1,0,0,0,0,0,0,0,0,1,5,0,7,30.03,5,16.65,0,0,0,0
125.7,333,16,0,Female,12,333,0.08,0,0,1,0,0,0,0,0,0,0,0,1,4,0,7,60.97,0,0,1,0,0,1
83.2,26,25,1,Male,5,26,0.09,0,0,0,0,0,0,0,1,0,0,0,1,2,0,7,60.97,1,1.64,0,0,0,1
134,1202,23,0,Female,41,1202,0.05,0,0,0,0,0,0,0,1,0,0,0,1,8,0,7,60.97,2,3.28,4,0,0,1
1427.2,12,8,0,Female,47,12,0.51,0,0,1,0,0,0,0,0,0,0,0,1,96,89,2,17.42,7,40.18,4,0,0,0
180.6,11,20,1,Male,6,11,1.4,0,0,0,1,0,0,0,0,0,1,0,2,39,3,7,4.97,1,20.12,0,0,0,1
104.6,13,21,0,Female,3,13,1.12,0,0,0,1,0,0,0,0,0,0,0,1,16,0,7,60.97,9,14.76,0,0,0,1
482.2,132,8,1,Male,32,132,0.16,0,0,1,0,0,0,0,0,0,0,0,1,21,20,6,52.26,0,0,2,0,0,1
40,51,22,1,Male,2,51,0.72,0,0,0,1,0,0,0,0,0,0,0,1,7,0,7,60.97,4,6.56,0,0,0,1
795.6,43,7,1,Male,29,43,0.54,0,0,1,0,0,0,0,0,0,0,0,1,64,64,2,17.42,2,11.48,3,0,0,1
159,45,22,1,Male,21,45,0.31,0,0,0,1,0,0,0,0,0,0,0,1,27,0,7,60.97,8,13.12,1,0,0,1
66.3,47,24,1,Male,2,47,0.21,0,0,0,0,0,0,0,1,0,0,0,1,2,0,7,60.97,2,3.28,0,0,0,1
185.8,41,22,0,Female,15,41,0.74,0,0,0,1,0,0,0,0,0,0,0,1,45,0,7,60.97,4,6.56,1,0,0,1
317.6,171,12,0,Female,10,171,0.2,0,0,1,0,0,0,0,0,0,0,0,1,9,9,2,17.42,0,0,0,0,0,1
104.6,1,21,1,Male,3,1,3.09,0,0,0,1,0,0,0,0,0,0,0,1,45,0,7,60.97,29,47.56,0,0,0,1
343.95,5,9,0,Female,4,5,0.97,0,0,1,0,0,0,0,0,0,0,0,1,15,14,4,34.28,17,49.59,1,0,0,0
234.8,46,26,1,Male,21,46,0.17,1,0,0,1,0,0,0,0,0,0,0,1,15,0,7,67.97,2,2.94,1,0,0,1
49.6,117,26,0,Female,5,117,0.3,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,28.98,5,17.25,1,0,0,1
103.6,58,24,1,Male,3,58,0.88,0,0,0,1,0,0,0,0,0,0,0,1,15,0,7,67.97,1,1.47,0,0,0,1
780.1,155,9,1,Male,31,155,0.45,0,0,1,0,0,0,0,0,0,0,0,1,55,31,2,17.42,0,0,3,0,0,1
123.6,69,19,0,Female,5,69,0.48,0,0,0,0,0,0,0,1,0,0,0,1,12,0,7,60.97,3,4.92,0,0,0,1
51.6,1,44,1,Male,1,1,2.71,0,0,0,1,0,0,0,0,0,0,0,1,12,0,7,30.03,19,63.27,0,0,0,1
107.6,41,19,0,Female,8,41,0.38,0,0,0,1,0,0,0,0,0,0,0,1,13,0,7,60.97,4,6.56,0,0,0,1
211.6,979,40,0,Female,34,979,0.06,0,0,0,1,0,0,0,0,0,0,0,1,8,0,7,62.02,3,4.84,3,0,0,1
504.2,39,24,0,Female,22,39,1.31,0,0,0,1,0,0,0,0,0,0,0,1,111,0,7,60.97,15,24.6,3,0,0,1
77.45,48,57,0,Female,2,48,0.53,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,59.01,2,3.39,0,0,0,1
76,321,21,0,Female,12,321,0.06,0,0,1,0,0,0,0,0,0,0,0,1,3,3,1,8.86,0,0,1,0,0,1
482,3,57,0,Female,18,3,1.33,0,0,0,1,0,0,0,0,0,0,0,1,96,96,4,34.84,17,48.79,2,0,0,0
243.4,178,3,1,Male,8,178,0.15,0,0,1,0,0,0,0,0,0,0,0,1,5,3,2,17.42,0,0,0,0,0,1
117.1,91,39,0,Female,5,91,0.52,0,0,0,1,0,0,0,0,0,0,0,1,10,0,7,60.97,2,3.28,1,0,0,1
195.7,200,15,0,Female,9,200,0.18,0,0,0,0,0,0,1,0,0,0,0,1,6,5,1,8.71,0,0,1,0,0,1
80.5,171,21,0,Female,7,171,0.58,0,0,0,1,0,0,0,0,0,0,0,1,18,0,7,60.97,6,9.84,1,0,0,0
269.6,42,24,0,Female,11,42,1.12,0,0,0,1,0,0,0,0,0,0,0,1,47,0,7,30.03,10,33.3,2,0,0,1
45.9,6,40,0,Female,17,6,0.09,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,28,6,21.43,2,0,0,0
635.7,10,36,0,Female,21,10,1.03,0,0,0,1,0,0,0,0,0,0,0,1,88,0,7,21.98,2,9.1,2,0,0,0
623.05,19,31,0,Female,25,19,0.92,0,0,1,0,0,0,0,0,0,0,0,1,94,0,7,60.97,5,8.2,2,0,0,1
149.1,48,27,1,Male,6,48,2.81,0,0,0,0,0,0,0,1,0,0,0,1,57,0,7,60.97,29,47.56,1,0,0,1
249.1,41,35,0,Female,9,41,1.48,0,0,0,1,0,0,0,0,0,1,0,2,50,9,7,49.98,4,8,1,0,0,1
88.6,38,23,0,Female,4,38,0.31,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,60.97,1,1.64,0,0,0,1
45.1,13,21,0,Female,1,13,1.8,0,0,0,1,0,0,0,0,0,0,0,1,10,1,7,38.01,10,26.31,0,0,0,1
56.1,289,19,1,Male,11,289,0.2,1,0,0,1,0,0,0,0,0,0,0,1,9,0,7,60.97,0,0,0,0,0,1
341.7,191,70,0,Female,12,191,0.29,0,0,0,0,0,0,0,0,0,1,0,1,14,12,2,16.86,0,0,1,0,0,1
313.2,1,21,0,Female,6,1,2.25,0,0,1,1,0,0,0,1,0,0,0,3,65,0,7,67.97,27,39.72,0,0,0,1
132.4,13,20,0,Female,9,13,0.61,0,0,0,1,0,0,0,0,0,0,0,1,20,0,7,38.01,3,7.89,1,0,0,1
52.4,25,44,1,Male,2,25,0.27,0,1,0,0,0,0,0,0,0,0,0,1,2,0,7,44.03,2,4.54,0,0,0,1
376.5,39,34,1,Male,28,39,0.55,0,0,0,1,0,0,0,0,0,0,0,1,63,0,7,27.02,5,18.5,3,0,0,1
83.6,42,23,0,Female,4,42,0.27,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,60.97,2,3.28,0,0,0,1
903.4,23,65,0,Female,34,23,0.74,0,0,1,1,0,0,0,0,0,0,0,2,102,0,7,30.03,3,9.99,2,0,0,1
73,32,19,0,Female,3,32,1.51,0,0,0,1,0,0,0,0,0,0,0,1,16,1,7,60.97,16,26.24,0,0,0,1
95.6,9,23,1,Male,3,9,1.86,0,0,0,1,0,0,0,0,0,0,0,1,25,0,7,30.03,7,23.31,0,0,0,1
119.6,5,20,1,Male,7,5,0.38,0,0,0,1,0,0,0,0,0,0,0,1,11,0,7,30.03,4,13.32,0,0,0,1
47.2,6,20,0,Female,0,6,2,0,0,0,1,0,0,0,0,0,0,0,1,8,0,7,27.02,8,29.61,0,0,0,0
96.6,65,15,0,Female,3,65,0.09,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,17.42,0,0,0,0,0,1
59.5,0,19,0,Female,0,0,1.35,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,21.98,3,13.65,0,0,0,0
50,391,22,0,Female,14,391,0.07,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,56,3,5.36,2,0,0,1
241.7,63,54,0,Female,11,63,0.16,0,0,1,1,0,0,0,0,0,0,0,2,7,0,7,60.97,1,1.64,1,0,0,1
1078.8,5,7,0,Female,40,5,0.61,0,0,1,0,0,0,0,0,0,0,0,1,97,87,2,17.42,3,17.22,4,0,0,0
779.2,19,6,0,Female,24,19,0.65,0,0,1,0,0,0,0,0,0,0,0,1,65,52,2,17.42,6,34.44,2,0,0,0
318.2,86,53,0,Female,11,86,2.34,0,0,0,1,0,0,0,0,0,0,0,1,104,0,7,28.98,2,6.9,1,1,1,1
597.2,76,32,1,Male,19,76,0.13,0,0,0,0,0,0,0,1,0,0,0,1,10,0,7,60.97,0,0,1,0,0,1
47.2,322,24,1,Male,11,322,0.22,0,0,0,1,0,0,0,0,0,0,0,1,10,0,7,21.98,6,27.3,1,0,0,1
509,43,42,0,Female,23,43,0.66,0,0,1,0,0,0,0,0,0,0,0,1,59,37,1,8.71,2,22.96,3,0,0,1
95.6,139,32,0,Female,7,139,0.53,0,0,0,1,0,0,0,0,0,0,0,1,15,0,7,28.98,2,6.9,1,0,0,1
304.1,10,21,0,Female,18,10,0.37,0,0,1,1,0,0,0,0,0,0,0,2,27,21,2,17.72,2,11.29,2,0,0,0
424.1,46,28,0,Female,17,46,1.08,0,0,1,1,0,0,0,0,0,0,0,2,71,0,7,62.02,5,8.06,2,0,0,1
56.5,20,13,0,Female,1,20,0.17,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,8,1,12.5,0,0,0,0
648.8,23,59,1,Male,22,23,0.23,0,0,1,1,0,0,0,0,0,0,0,2,20,0,7,60.97,3,4.92,2,0,0,0
176.2,319,9,0,Female,11,319,0.05,0,0,0,0,0,0,0,0,0,1,0,1,2,2,1,8.71,0,0,1,0,0,1
90.2,42,16,0,Female,1,42,0.14,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,13.72,1,7.29,0,0,0,0
176.5,50,19,1,Male,8,50,0.41,0,0,0,0,0,0,0,1,0,0,0,1,16,0,7,60.97,2,3.28,0,0,0,1
57.7,14,19,1,Male,1,14,0.2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,30.03,1,3.33,0,0,0,0
45.1,75,31,0,Female,3,75,0.43,0,1,0,0,0,0,0,0,0,0,0,1,4,0,7,28.98,6,20.7,1,0,0,1
671.7,24,19,0,Female,17,24,0.69,0,0,0,1,0,0,1,0,0,0,0,2,47,8,7,60.97,3,4.92,2,0,0,1
55.6,46,31,0,Female,4,46,0.34,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,60.97,1,1.64,0,0,0,1
1301.3,1,11,1,Male,42,1,0.27,0,0,1,0,0,0,0,1,0,0,0,2,45,19,2,17.42,5,28.7,4,0,0,0
145.4,73,23,0,Female,5,73,0.32,0,0,1,0,0,0,0,0,0,0,0,1,7,0,7,62.02,0,0,0,0,0,1
85.1,56,22,0,Female,2,56,0.54,0,0,1,0,0,0,0,0,0,0,0,1,7,0,7,60.97,1,1.64,0,0,0,1
249.2,0,5,1,Male,7,0,0.89,0,0,1,0,0,0,0,0,0,0,0,1,26,15,2,17.72,3,16.93,1,0,0,0
553.93,20,67,1,Male,32,20,1.6,0,0,0,0,0,0,0,0,0,1,0,1,206,0,7,60.97,9,14.76,2,0,0,1
246.8,25,23,0,Female,27,25,0.41,0,0,0,1,0,0,0,0,0,0,0,1,43,0,7,30.03,3,9.99,3,0,0,1
53.2,321,20,0,Female,12,321,0.45,0,0,0,1,0,0,0,0,0,0,0,1,21,0,7,28.98,20,69.01,1,0,0,1
63.6,46,33,1,Male,2,46,0.47,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,58.03,4,6.89,0,0,0,1
517.2,41,28,0,Female,17,41,1.39,0,0,1,0,0,0,0,0,0,0,0,1,95,95,2,17.42,10,57.41,2,0,0,1
759.8,5,4,1,Male,20,5,0.78,0,0,1,0,0,0,0,0,0,0,0,1,63,43,2,17.14,8,46.67,2,0,0,0
32,46,20,1,Male,2,46,0.29,0,0,0,1,0,0,0,0,0,0,0,1,2,0,7,48.02,2,4.16,0,0,0,1
101,35,24,0,Female,3,35,1.63,0,0,0,1,0,0,0,0,0,0,0,1,26,0,7,60.97,9,14.76,0,0,0,1
392.52,9,8,1,Male,10,9,1.53,0,0,1,0,0,0,0,0,0,0,0,1,70,68,4,34.84,8,22.96,0,0,0,1
839.2,74,18,0,Female,30,74,0.75,0,0,0,0,0,1,0,0,0,0,0,1,92,91,4,34.84,3,8.61,3,0,0,1
53.2,323,24,0,Female,11,323,0.11,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,28.98,5,17.25,1,0,0,1
1252.8,85,14,1,Male,28,85,0.64,0,0,1,0,0,1,0,0,0,0,0,2,69,73,2,17.42,0,0,3,0,0,1
380.2,281,66,0,Female,12,281,0.23,0,0,1,0,0,0,0,0,0,0,0,1,11,11,2,17.42,0,0,1,0,0,1
201.4,99,26,1,Male,6,99,0.11,0,0,0,0,0,1,0,0,0,0,0,1,2,2,4,35.44,0,0,2,0,0,1
114.45,205,29,1,Male,11,205,0.29,0,0,0,1,0,0,0,0,0,0,0,1,12,0,7,28.98,1,3.45,1,0,0,1
106.7,7,5,0,Female,1,7,0.93,0,0,1,0,0,0,0,0,0,0,0,1,8,9,2,16.86,10,59.31,0,0,0,0
43.6,67,19,0,Female,3,67,0.43,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,60.97,0,0,0,0,0,1
202.4,65,37,0,Female,10,65,0.19,0,0,1,0,0,0,0,0,0,0,0,1,8,0,7,60.97,0,0,0,0,0,1
725.2,5,4,1,Male,19,5,0.64,0,0,1,0,0,0,0,0,0,0,0,1,49,46,2,8.58,4,46.62,2,0,0,0
80.5,70,33,1,Male,4,70,0.2,0,0,0,1,0,0,0,0,0,0,0,1,3,0,7,62.02,0,0,0,0,0,1
168.85,37,20,0,Female,6,37,2.38,0,0,0,1,0,0,0,0,0,0,0,1,71,0,7,67.97,12,17.65,0,0,0,1
70.2,17,40,0,Female,0,17,0.23,0,0,0,1,0,0,0,1,0,0,0,2,1,0,7,28.98,1,3.45,0,0,0,0
123.5,20,31,1,Male,4,20,1.34,1,0,0,1,0,0,0,0,0,0,0,1,19,0,7,62.02,1,1.61,0,0,0,1
102.5,55,18,0,Female,4,55,0.48,0,0,0,0,0,0,0,1,0,0,0,1,10,0,7,60.97,4,6.56,0,0,0,1
525.7,60,27,1,Male,16,60,0.99,0,0,0,0,0,0,1,0,0,0,0,1,65,57,2,17.42,1,5.74,2,0,0,1
625.7,185,13,0,Female,22,185,0.2,0,0,1,0,0,0,0,0,0,0,0,1,19,19,2,17.42,0,0,1,0,0,1
209.8,64,23,0,Female,21,64,0.49,0,0,0,1,0,0,0,0,0,0,0,1,41,0,7,60.97,0,0,1,0,0,1
565,161,13,0,Female,21,161,0.26,0,0,1,0,0,0,0,0,0,0,0,1,23,21,2,17.42,0,0,1,0,0,1
324.5,42,29,1,Male,11,42,0.65,0,0,0,0,0,0,0,1,0,0,0,1,26,0,7,60.97,2,3.28,2,0,0,1
98.6,76,22,0,Female,4,76,0.48,0,0,0,1,0,0,0,0,0,0,0,1,8,0,7,60.97,0,0,0,0,0,1
131.9,17,24,0,Female,6,17,0.46,0,0,0,1,0,0,0,0,0,0,0,1,12,0,7,28,2,7.14,0,0,0,1
218.6,32,9,1,Male,6,32,0.44,0,0,1,0,0,0,0,0,0,0,0,1,12,12,2,17.42,3,17.22,0,0,0,1
366.6,120,5,0,Female,13,120,0.34,0,0,1,0,0,0,0,0,0,0,0,1,19,16,2,17.42,3,17.22,1,0,0,0
66.27,14,39,0,Female,14,14,0.21,1,0,1,0,0,0,0,0,0,0,0,1,10,0,7,24.01,3,12.49,2,0,0,1
83.2,301,25,0,Female,11,301,0.25,0,0,1,0,0,0,0,0,0,0,0,1,11,0,7,62.02,0,0,1,0,0,1
78.5,17,21,1,Male,8,17,0.07,0,0,0,1,0,0,0,0,0,0,0,1,2,0,7,41.02,2,4.88,1,0,0,1
93.6,57,22,0,Female,5,57,1.26,0,0,0,1,0,0,0,0,0,0,0,1,24,24,4,34.84,13,37.31,1,0,0,1
64.9,29,19,0,Female,2,29,0.11,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7,60.97,1,1.64,0,0,0,1
181.1,98,28,0,Female,11,98,0.55,0,0,1,0,0,0,0,0,0,0,0,1,23,13,1,8.71,0,0,2,0,0,1
1799.79,20,43,0,Female,61,20,0.69,0,0,1,0,0,0,0,0,0,0,0,1,171,43,7,59.01,5,8.47,5,0,0,0
33.6,127,21,1,Male,5,127,0.06,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,28.98,1,3.45,1,0,0,1
287.6,73,24,0,Female,12,73,0.79,0,0,0,1,0,0,0,0,0,0,0,1,38,0,7,60.97,9,14.76,1,0,0,1
51.6,71,47,1,Male,4,71,0.35,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,60.97,4,6.56,1,0,0,1
38.85,11,19,1,Male,0,11,1.17,0,0,1,0,0,0,0,0,0,0,0,1,4,0,7,23.03,4,17.37,0,0,0,1
84.2,314,33,0,Female,12,314,0.32,0,0,0,1,0,0,0,0,0,0,0,1,15,0,7,28.98,5,17.25,1,0,0,1
113.8,1,26,1,Male,4,1,1.59,0,0,0,0,0,0,0,1,0,0,0,1,23,0,7,60.97,25,41,1,0,0,0
185.5,3,9,1,Male,4,3,0.33,0,0,1,0,0,0,0,0,0,0,0,1,5,2,2,17.14,5,29.17,1,0,0,0
1124.35,30,62,0,Female,62,30,0.48,0,0,1,1,0,0,0,0,0,0,0,2,118,0,7,52.01,8,15.38,6,1,1,0
450.6,7,8,0,Female,15,7,0.49,0,0,1,0,0,0,0,0,0,0,0,1,29,15,2,6.28,3,47.77,2,0,0,0
38.5,31,22,0,Female,1,31,0.35,0,0,0,1,0,0,0,0,0,0,0,1,2,0,7,38.99,3,7.69,0,0,0,1
58.6,38,54,0,Female,2,38,0.31,0,0,0,1,0,0,0,0,0,0,0,1,2,0,7,44.03,2,4.54,0,0,0,1
143.2,316,63,0,Female,11,316,0.11,0,0,1,0,0,0,0,0,0,0,0,1,5,0,7,62.02,0,0,1,0,0,1
174.85,0,28,0,Female,7,0,2.44,0,0,0,1,0,0,0,0,0,0,0,1,74,0,7,30.03,14,46.62,0,0,0,1
124.5,45,24,1,Male,4,45,0.32,0,0,0,1,0,0,0,1,0,0,0,2,6,0,7,42,0,0,0,0,0,1
141,0,21,1,Male,5,0,1.62,0,0,0,1,0,0,0,0,0,0,0,1,34,0,7,60.97,12,19.68,1,0,0,0
381.3,11,15,1,Male,50,11,0.1,0,0,1,0,0,0,0,0,0,0,0,1,19,10,2,17.42,5,28.7,5,0,0,1
412.7,97,13,0,Female,17,97,0.76,0,0,0,0,0,1,0,0,0,0,0,1,53,54,4,34.84,0,0,2,0,0,1
163.4,0,19,0,Female,3,0,3.81,0,0,0,1,0,0,0,0,0,0,0,1,62,0,7,60.97,41,67.25,0,0,0,1
79.6,92,21,1,Male,5,92,0.31,0,0,0,0,0,0,0,1,0,0,0,1,5,0,7,60.97,4,6.56,1,0,0,1
71.2,314,29,1,Male,12,314,0.19,0,0,0,1,0,0,0,0,0,0,0,1,9,0,7,28.98,3,10.35,1,0,0,1
86.4,107,34,1,Male,11,107,0.22,0,0,0,1,0,0,0,0,0,0,0,1,9,0,7,62.02,0,0,1,0,0,1
278.6,17,9,0,Female,7,17,0.59,0,0,1,0,0,0,0,0,0,0,0,1,18,17,2,17.42,2,11.48,0,0,0,1
106.2,1,52,0,Female,1,1,1.29,0,0,0,1,0,0,0,0,0,0,0,1,9,9,6,25.74,9,34.97,0,0,0,0
96.2,33,26,1,Male,4,33,1.37,0,0,0,1,0,0,0,0,0,0,0,1,24,0,7,38.01,4,10.52,0,0,0,1
1535.4,5,4,0,Female,51,5,0.6,0,0,1,0,0,0,0,0,0,0,0,1,123,109,2,17.14,2,11.67,5,0,0,0
581.1,33,32,1,Male,22,33,0.9,0,0,0,0,0,0,0,1,0,0,0,1,83,0,7,60.97,5,8.2,1,0,0,1
1048.35,18,5,1,Male,34,18,0.56,0,0,1,0,0,0,0,0,0,0,0,1,76,69,2,17.42,1,5.74,3,0,0,1
120.2,19,30,1,Male,2,19,0.86,0,0,0,0,0,1,0,0,0,0,0,1,10,10,4,34.28,10,29.17,0,0,0,0
101.5,9,20,1,Male,7,9,0.5,0,0,0,1,0,0,0,0,0,0,0,1,15,0,7,24.01,4,16.66,1,0,0,0
1250.3,5,6,1,Male,37,5,0.49,0,0,1,0,0,0,0,0,0,0,0,1,75,58,2,17.42,6,34.44,3,0,0,0
71.6,43,23,0,Female,4,43,0.95,0,0,0,1,0,0,0,0,0,0,0,1,17,0,7,60.97,4,6.56,0,0,0,1
1013.6,2,35,1,Male,43,2,0.42,1,0,1,1,0,0,0,0,0,1,0,3,72,1,7,18.97,5,26.36,4,0,0,1
404,109,20,1,Male,22,109,0.71,0,0,0,1,0,0,0,0,0,0,0,1,64,0,7,60.97,0,0,1,0,0,1
223.05,34,33,0,Female,16,34,0.12,0,0,0,1,0,0,0,0,0,0,0,1,8,0,7,59.01,5,8.47,1,0,0,1
85.9,35,21,0,Female,2,35,0.82,0,0,1,0,0,0,0,0,0,0,0,1,10,10,2,17.72,3,16.93,0,0,0,1
1316.25,5,10,1,Male,40,5,0.25,0,0,0,0,0,1,0,0,0,0,0,1,41,0,1,8.71,7,80.37,4,0,0,0
466.95,45,3,0,Female,16,45,0.47,0,0,1,0,0,0,0,0,0,0,0,1,28,26,2,17.72,3,16.93,2,0,0,1
505,6,23,0,Female,24,6,0.99,0,0,0,0,0,0,0,1,0,0,0,1,98,0,7,60.97,9,14.76,2,0,0,0
53.6,54,26,0,Female,2,54,0.25,0,0,0,1,0,0,0,0,0,0,0,1,2,0,7,56,4,7.14,0,0,0,1
927.8,0,45,1,Male,34,0,3.08,1,0,1,1,0,0,0,0,0,0,0,2,414,0,7,28,7,25,3,0,0,1
226.6,22,57,1,Male,7,22,1.66,0,0,0,1,0,0,0,0,0,0,0,1,46,0,7,30.03,4,13.32,0,0,0,1
266.1,81,38,0,Female,6,81,0.55,0,0,1,0,0,0,0,0,0,0,0,1,16,0,7,60.97,0,0,0,0,0,1
225,2,9,1,Male,4,2,0.38,0,0,1,0,0,0,0,0,0,0,0,1,6,6,2,16.86,9,53.38,1,0,0,0
505.1,38,14,0,Female,10,38,0.88,0,0,0,0,0,1,1,0,0,0,0,2,40,40,2,17.42,4,22.96,0,0,0,1
125.6,58,19,1,Male,7,58,0.2,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,58.03,1,1.72,0,0,0,1
1147.97,1,58,0,Female,41,1,1.5,0,0,0,1,0,0,0,0,0,0,0,1,250,169,4,34.84,17,48.79,4,0,0,0
175.4,103,24,1,Male,6,103,0.18,0,0,0,1,0,0,0,1,0,0,0,2,4,0,7,60.97,0,0,0,0,0,1
1417.5,0,21,0,Female,37,0,2.26,0,0,1,0,0,0,0,0,0,0,0,1,338,0,7,60.97,2,3.28,3,0,0,0
105.6,10,22,0,Female,7,10,0.67,0,0,0,1,0,0,0,0,0,0,0,1,18,0,7,30.03,5,16.65,1,0,0,1
96.8,41,21,0,Female,3,41,0.78,0,0,0,0,0,0,0,1,0,0,0,1,13,0,7,60.97,3,4.92,0,0,0,1
459.4,1,26,0,Female,30,1,0.85,0,0,0,1,0,0,0,0,0,0,0,1,104,0,7,62.02,9,14.51,3,0,0,0
80.5,102,21,1,Male,4,102,0.23,0,0,0,0,0,0,0,1,0,0,0,1,4,0,7,60.97,0,0,0,0,0,1
804.7,1,38,1,Male,23,1,1.69,0,0,1,1,0,0,0,0,0,0,0,2,158,140,3,26.13,18,68.89,2,0,0,0
68.6,56,34,0,Female,2,56,0.33,0,0,0,1,0,0,0,0,0,0,0,1,3,0,7,62.02,3,4.84,0,0,0,1
393.6,525,37,0,Female,22,525,0.22,0,0,1,0,0,0,0,0,0,0,0,1,20,20,2,17.42,0,0,2,0,0,0
